main_cat,sec_cat,raw_cat,section,isic_embed,isic_descr,dose,match_score
professional_services,awning_supplier,awning_supplier,N,77,Rental and leasing activities,services,0.20696568489074707
professional_services,bail_bonds_service,bail_bonds_service,K,64,"Financial service activities, except insurance and pension funding",services,0.36454007029533386
professional_services,bike_repair_maintenance,bike_repair_maintenance,S,95,Repair of computers and personal and household goods,services,0.5512433052062988
professional_services,billing_services,billing_services,K,64,"Financial service activities, except insurance and pension funding",services,0.4103049337863922
professional_services,bookbinding,bookbinding,J,58,Publishing activities,services,0.27572864294052124
professional_services,bookkeeper,bookkeeper,M,69,Legal and accounting activities,services,0.35920634865760803
professional_services,bus_rentals,bus_rentals,N,77,Rental and leasing activities,services,0.4772031903266907
professional_services,business_consulting,business_consulting,M,69,Legal and accounting activities,services,0.49208036065101624
professional_services,calligraphy,calligraphy,R,90,"Creative, arts and entertainment activities",services,0.25021666288375854
professional_services,car_broker,car_broker,G,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,services,0.4820480942726135
professional_services,career_counseling,career_counseling,N,78,Employment activities,services,0.283215194940567
professional_services,carpet_dyeing,carpet_dyeing,C,13,Manufacture of textiles,manufacturing,0.3860563635826111
professional_services,cemeteries,cemeteries,E,37,Sewerage,manufacturing,0.3757186532020569
professional_services,certification_agency,certification_agency,M,69,Legal and accounting activities,services,0.3565598130226135
professional_services,child_care_and_day_care,child_care_and_day_care,P,85,Education,services,0.5138712525367737
professional_services,clock_repair_service,clock_repair_service,S,95,Repair of computers and personal and household goods,services,0.38483673334121704
professional_services,commercial_printer,commercial_printer,C,18,Printing and reproduction of recorded media,manufacturing,0.5062410831451416
professional_services,commercial_refrigeration,commercial_refrigeration,G,46,"Wholesale trade, except of motor vehicles and motorcycles",services,0.3290119767189026
professional_services,commissioned_artist,commissioned_artist,R,90,"Creative, arts and entertainment activities",services,0.23926807940006256
professional_services,community_book_boxes,community_book_boxes,J,58,Publishing activities,services,0.29900500178337097
professional_services,community_gardens,community_gardens,N,81,Services to buildings and landscape activities,services,0.4497227668762207
professional_services,computer_hardware_company,computer_hardware_company,C,26,"Manufacture of computer, electronic and optical products",manufacturing,0.46806296706199646
professional_services,courier_and_delivery_services,courier_and_delivery_services,H,53,Postal and courier activities,services,0.6882703304290771
professional_services,crane_services,crane_services,C,33,Repair and installation of machinery and equipment,manufacturing,0.43480485677719116
professional_services,customs_broker,customs_broker,G,46,"Wholesale trade, except of motor vehicles and motorcycles",services,0.47223836183547974
professional_services,delegated_driver_service,delegated_driver_service,H,52,Warehousing and support activities for transportation,services,0.23581987619400024
professional_services,diamond_dealer,diamond_dealer,C,32,Other manufacturing,manufacturing,0.3552844822406769
professional_services,digitizing_services,digitizing_services,C,18,Printing and reproduction of recorded media,manufacturing,0.37154561281204224
professional_services,donation_center,donation_center,H,52,Warehousing and support activities for transportation,services,0.2621607184410095
professional_services,duplication_services,duplication_services,C,18,Printing and reproduction of recorded media,manufacturing,0.2624337077140808
professional_services,e_commerce_service,e_commerce_service,J,63,Information service activities,services,0.4414815902709961
professional_services,editorial_services,editorial_services,J,58,Publishing activities,services,0.490151584148407
professional_services,elder_care_planning,elder_care_planning,Q,87,Residential care activities,services,0.4768507480621338
professional_services,electrical_consultant,electrical_consultant,C,27,Manufacture of electrical equipment,manufacturing,0.4539942741394043
professional_services,electronics_repair_shop,electronics_repair_shop,S,95,Repair of computers and personal and household goods,services,0.5921800136566162
professional_services,elevator_service,elevator_service,S,96,Other personal service activities,services,0.38834190368652344
professional_services,emergency_service,emergency_service,S,95,Repair of computers and personal and household goods,services,0.46046513319015503
professional_services,employment_agencies,employment_agencies,N,78,Employment activities,services,0.5837000608444214
professional_services,engraving,engraving,C,32,Other manufacturing,manufacturing,0.39312946796417236
professional_services,environmental_abatement_services,environmental_abatement_services,N,81,Services to buildings and landscape activities,services,0.527971625328064
professional_services,environmental_testing,environmental_testing,E,39,Remediation activities and other waste management services,manufacturing,0.38769519329071045
professional_services,farm_equipment_repair_service,farm_equipment_repair_service,C,33,Repair and installation of machinery and equipment,manufacturing,0.614342451095581
professional_services,feng_shui,feng_shui,C,31,Manufacture of furniture,manufacturing,0.32177430391311646
professional_services,fingerprinting_service,fingerprinting_service,N,80,Security and investigation activities,services,0.29229840636253357
professional_services,food_and_beverage_consultant,food_and_beverage_consultant,I,56,Food and beverage service activities,services,0.4853384792804718
professional_services,forestry_service,forestry_service,A,02,Forestry and logging,agriculture,0.5713838934898376
professional_services,fortune_telling_service,fortune_telling_service,R,92,Gambling and betting activities,services,0.2884489595890045
professional_services,furniture_rental_service,furniture_rental_service,C,31,Manufacture of furniture,manufacturing,0.5703367590904236
professional_services,furniture_repair,furniture_repair,C,31,Manufacture of furniture,manufacturing,0.596782922744751
professional_services,furniture_reupholstery,furniture_reupholstery,C,31,Manufacture of furniture,manufacturing,0.5682626962661743
professional_services,genealogists,genealogists,R,91,"Libraries, archives, museums and other cultural activities",services,0.39129894971847534
professional_services,generator_installation_repair,generator_installation_repair,C,33,Repair and installation of machinery and equipment,manufacturing,0.38029199838638306
professional_services,goldsmith,goldsmith,E,37,Sewerage,manufacturing,0.20403240621089935
professional_services,graphic_designer,graphic_designer,M,74,"Other professional, scientific and technical activities",services,0.27603793144226074
professional_services,gunsmith,gunsmith,S,95,Repair of computers and personal and household goods,services,0.24559719860553741
professional_services,hazardous_waste_disposal,hazardous_waste_disposal,E,39,Remediation activities and other waste management services,manufacturing,0.6262050867080688
professional_services,hydraulic_repair_service,hydraulic_repair_service,C,33,Repair and installation of machinery and equipment,manufacturing,0.4982941448688507
professional_services,hydro_jetting,hydro_jetting,E,36,"Water collection, treatment and supply",manufacturing,0.3606931269168854
professional_services,ice_supplier,ice_supplier,E,36,"Water collection, treatment and supply",manufacturing,0.31114161014556885
professional_services,immigration_assistance_services,immigration_assistance_services,U,99,Activities of extraterritorial organizations and bodies,services,0.3978981077671051
professional_services,indoor_landscaping,indoor_landscaping,N,81,Services to buildings and landscape activities,services,0.49433571100234985
professional_services,jewelry_repair_service,jewelry_repair_service,S,95,Repair of computers and personal and household goods,services,0.48154741525650024
professional_services,junkyard,junkyard,E,37,Sewerage,manufacturing,0.3408656716346741
professional_services,knife_sharpening,knife_sharpening,C,25,"Manufacture of fabricated metal products, except machinery and equipment",manufacturing,0.21474149823188782
professional_services,laboratory,laboratory,C,20,Manufacture of chemicals and chemical products,manufacturing,0.3072947859764099
professional_services,lawn_mower_repair_service,lawn_mower_repair_service,S,95,Repair of computers and personal and household goods,services,0.39789724349975586
professional_services,life_coach,life_coach,R,90,"Creative, arts and entertainment activities",services,0.20247729122638702
professional_services,lottery_ticket,lottery_ticket,R,92,Gambling and betting activities,services,0.4019095301628113
professional_services,machine_and_tool_rentals,machine_and_tool_rentals,S,95,Repair of computers and personal and household goods,services,0.5166119337081909
professional_services,machine_shop,machine_shop,C,33,Repair and installation of machinery and equipment,manufacturing,0.4830300807952881
professional_services,mailbox_center,mailbox_center,H,53,Postal and courier activities,services,0.3137097954750061
professional_services,marketing_agency,marketing_agency,M,73,Advertising and market research,services,0.471358060836792
professional_services,matchmaker,matchmaker,R,92,Gambling and betting activities,services,0.18508002161979675
professional_services,mediator,mediator,U,99,Activities of extraterritorial organizations and bodies,services,0.19064223766326904
professional_services,metal_detector_services,metal_detector_services,N,80,Security and investigation activities,services,0.44155675172805786
professional_services,misting_system_services,misting_system_services,N,81,Services to buildings and landscape activities,services,0.33667388558387756
professional_services,mobility_equipment_services,mobility_equipment_services,H,52,Warehousing and support activities for transportation,services,0.5402766466140747
professional_services,mooring_service,mooring_service,H,52,Warehousing and support activities for transportation,services,0.3930414319038391
professional_services,music_production_services,music_production_services,J,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.527823269367218
professional_services,nanny_services,nanny_services,S,96,Other personal service activities,services,0.47616422176361084
professional_services,notary_public,notary_public,O,84,Public administration and defence; compulsory social security,services,0.2037392109632492
professional_services,package_locker,package_locker,H,52,Warehousing and support activities for transportation,services,0.3094490170478821
professional_services,packaging_contractors_and_service,packaging_contractors_and_service,H,52,Warehousing and support activities for transportation,services,0.45453718304634094
professional_services,patent_law,patent_law,C,26,"Manufacture of computer, electronic and optical products",manufacturing,0.32568228244781494
professional_services,payroll_services,payroll_services,M,69,Legal and accounting activities,services,0.41671499609947205
professional_services,personal_assistant,personal_assistant,S,96,Other personal service activities,services,0.3780326247215271
professional_services,pest_control_service,pest_control_service,M,75,Veterinary activities,services,0.3899095952510834
professional_services,powder_coating_service,powder_coating_service,C,23,Manufacture of other non-metallic mineral products,manufacturing,0.3979428708553314
professional_services,printing_services,printing_services,C,18,Printing and reproduction of recorded media,manufacturing,0.58319491147995
professional_services,private_investigation,private_investigation,N,80,Security and investigation activities,services,0.5681652426719666
professional_services,product_design,product_design,C,31,Manufacture of furniture,manufacturing,0.4289117753505707
professional_services,propane_supplier,propane_supplier,C,19,Manufacture of coke and refined petroleum products,manufacturing,0.29173916578292847
professional_services,public_adjuster,public_adjuster,S,95,Repair of computers and personal and household goods,services,0.27439403533935547
professional_services,public_relations,public_relations,M,73,Advertising and market research,services,0.4999501705169678
professional_services,record_label,record_label,J,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.3417225480079651
professional_services,recording_and_rehearsal_studio,recording_and_rehearsal_studio,J,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.39853721857070923
professional_services,recycling_center,recycling_center,E,39,Remediation activities and other waste management services,manufacturing,0.4853021800518036
professional_services,sandblasting_service,sandblasting_service,B,09,Mining support service activities,manufacturing,0.4074474573135376
professional_services,screen_printing_t_shirt_printing,screen_printing_t_shirt_printing,C,18,Printing and reproduction of recorded media,manufacturing,0.3254072666168213
professional_services,security_services,security_services,N,80,Security and investigation activities,services,0.6949201822280884
professional_services,septic_services,septic_services,E,37,Sewerage,manufacturing,0.633378803730011
professional_services,shipping_center,shipping_center,H,52,Warehousing and support activities for transportation,services,0.4743691682815552
professional_services,shoe_repair,shoe_repair,S,95,Repair of computers and personal and household goods,services,0.4224155843257904
professional_services,shoe_shining_service,shoe_shining_service,S,96,Other personal service activities,services,0.4872174859046936
professional_services,shredding_services,shredding_services,E,39,Remediation activities and other waste management services,manufacturing,0.3275647759437561
professional_services,sign_making,sign_making,C,18,Printing and reproduction of recorded media,manufacturing,0.2282101809978485
professional_services,snow_removal_service,snow_removal_service,N,81,Services to buildings and landscape activities,services,0.3579069972038269
professional_services,snuggle_service,snuggle_service,S,96,Other personal service activities,services,0.3190850615501404
professional_services,software_development,software_development,J,62,"Computer programming, consultancy and related activities",services,0.487392783164978
professional_services,talent_agency,talent_agency,J,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.3179541826248169
professional_services,taxidermist,taxidermist,M,75,Veterinary activities,services,0.29355621337890625
professional_services,telephone_services,telephone_services,J,61,Telecommunications,services,0.5458958745002747
professional_services,tenant_and_eviction_law,tenant_and_eviction_law,N,77,Rental and leasing activities,services,0.37374863028526306
professional_services,tent_house_supplier,tent_house_supplier,I,55,Accommodation,services,0.4094547629356384
professional_services,translation_services,translation_services,J,63,Information service activities,services,0.2998613715171814
professional_services,tv_mounting,tv_mounting,J,60,Programming and broadcasting activities,services,0.2660408020019531
professional_services,typing_services,typing_services,J,63,Information service activities,services,0.2959027886390686
professional_services,video_film_production,video_film_production,J,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.5246898531913757
professional_services,watch_repair_service,watch_repair_service,S,95,Repair of computers and personal and household goods,services,0.4468526840209961
professional_services,water_delivery,water_delivery,E,36,"Water collection, treatment and supply",manufacturing,0.4801810681819916
professional_services,web_designer,web_designer,J,63,Information service activities,services,0.33448317646980286
professional_services,well_drilling,well_drilling,B,09,Mining support service activities,manufacturing,0.41155222058296204
professional_services,wildlife_control,wildlife_control,M,75,Veterinary activities,services,0.47912243008613586
professional_services,writing_service,writing_service,C,18,Printing and reproduction of recorded media,manufacturing,0.3980293273925781
professional_services,storage_facility,storage_facility,H,52,Warehousing and support activities for transportation,services,0.46801725029945374
professional_services,sewing_and_alterations,sewing_and_alterations,C,13,Manufacture of textiles,manufacturing,0.5336840152740479
professional_services,utility_service,utility_service,N,81,Services to buildings and landscape activities,services,0.5153036713600159
structure_and_geography,structure_and_geography,structure_and_geography,F,41,Construction of buildings,manufacturing,0.4484577775001526
structure_and_geography,bridge,bridge,R,92,Gambling and betting activities,services,0.31356826424598694
structure_and_geography,canal,canal,E,37,Sewerage,manufacturing,0.38967424631118774
structure_and_geography,dam,dam,E,37,Sewerage,manufacturing,0.23221537470817566
structure_and_geography,desert,desert,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.2693467438220978
structure_and_geography,forest,forest,A,02,Forestry and logging,agriculture,0.38699162006378174
structure_and_geography,geologic_formation,geologic_formation,B,08,Other mining and quarrying,manufacturing,0.4302840828895569
structure_and_geography,island,island,E,37,Sewerage,manufacturing,0.16979703307151794
structure_and_geography,mountain,mountain,E,37,Sewerage,manufacturing,0.22210225462913513
structure_and_geography,natural_hot_springs,natural_hot_springs,E,36,"Water collection, treatment and supply",manufacturing,0.31352826952934265
structure_and_geography,nature_reserve,nature_reserve,R,91,"Libraries, archives, museums and other cultural activities",services,0.43650007247924805
structure_and_geography,pier,pier,E,37,Sewerage,manufacturing,0.3129567503929138
structure_and_geography,public_plaza,public_plaza,N,81,Services to buildings and landscape activities,services,0.33236163854599
structure_and_geography,quay,quay,E,37,Sewerage,manufacturing,0.25442683696746826
structure_and_geography,river,river,E,37,Sewerage,manufacturing,0.3927517235279083
structure_and_geography,skyscraper,skyscraper,F,41,Construction of buildings,manufacturing,0.42910557985305786
structure_and_geography,tower,tower,F,41,Construction of buildings,manufacturing,0.3616430163383484
structure_and_geography,weir,weir,E,37,Sewerage,manufacturing,0.26986533403396606
construction,greenfield,,E,37,Sewerage,manufacturing,0.2701800465583801
education,college,,P,85,Education,services,0.25680577754974365
park,village_green,,N,81,Services to buildings and landscape activities,services,0.2905711531639099
medical,doctors,,Q,86,Human health activities,services,0.38164013624191284
protected,national_park,,R,91,"Libraries, archives, museums and other cultural activities",services,0.3500414490699768
military,naval_base,,R,91,"Libraries, archives, museums and other cultural activities",services,0.24285277724266052
military,obstacle_course,,R,93,Sports activities and amusement and recreation activities,services,0.4162963926792145
golf,golf_course,,R,93,Sports activities and amusement and recreation activities,services,0.40875500440597534
golf,bunker,,E,37,Sewerage,manufacturing,0.24182137846946716
golf,tee,,E,37,Sewerage,manufacturing,0.1574113368988037
military,trench,,E,37,Sewerage,manufacturing,0.31903332471847534
managed,grass,,E,37,Sewerage,manufacturing,0.278746634721756
agriculture,farmland,,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.5069692134857178
developed,industrial,,C,28,Manufacture of machinery and equipment n.e.c.,manufacturing,0.5374467372894287
recreation,recreation_ground,,R,93,Sports activities and amusement and recreation activities,services,0.49841707944869995
education,university,,P,85,Education,services,0.27771979570388794
religious,religious,,R,92,Gambling and betting activities,services,0.20207783579826355
golf,fairway,,R,92,Gambling and betting activities,services,0.2808528542518616
golf,lateral_water_hazard,,E,37,Sewerage,manufacturing,0.30407029390335083
golf,water_hazard,,E,37,Sewerage,manufacturing,0.3883231282234192
developed,commercial,,M,73,Advertising and market research,services,0.340718150138855
cemetery,cemetery,,E,37,Sewerage,manufacturing,0.33007580041885376
horticulture,orchard,,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.2606354355812073
medical,clinic,,Q,86,Human health activities,services,0.4100830554962158
cemetery,grave_yard,,E,37,Sewerage,manufacturing,0.38119810819625854
horticulture,allotments,,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.32712554931640625
protected,species_management_area,,M,75,Veterinary activities,services,0.4208875298500061
resource_extraction,salt_pond,,E,37,Sewerage,manufacturing,0.3488929867744446
transportation,traffic_island,,E,37,Sewerage,manufacturing,0.2848956286907196
horticulture,flowerbed,,E,37,Sewerage,manufacturing,0.25307944416999817
golf,rough,,E,37,Sewerage,manufacturing,0.16818201541900635
residential,static_caravan,,H,51,Air transport,services,0.29259979724884033
residential,residential,,L,68,Real estate activities,services,0.4353554844856262
recreation,pitch,,R,92,Gambling and betting activities,services,0.22182239592075348
horticulture,garden,,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.3514230251312256
developed,works,,S,95,Repair of computers and personal and household goods,services,0.1727394014596939
campground,camp_site,,I,55,Accommodation,services,0.37878844141960144
pedestrian,pedestrian,,S,96,Other personal service activities,services,0.1930738389492035
horticulture,vineyard,,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.23124490678310394
residential,garages,,N,77,Rental and leasing activities,services,0.3411577641963959
golf,green,,E,37,Sewerage,manufacturing,0.22691629827022552
protected,protected,,N,80,Security and investigation activities,services,0.25881266593933105
transportation,highway,,H,49,Land transport and transport via pipelines,services,0.2583826780319214
agriculture,animal_keeping,,M,75,Veterinary activities,services,0.47922483086586
recreation,track,,R,92,Gambling and betting activities,services,0.236031174659729
agriculture,farmyard,,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.3571399748325348
resource_extraction,quarry,,B,08,Other mining and quarrying,manufacturing,0.41616329550743103
protected,protected_landscape_seascape,,R,91,"Libraries, archives, museums and other cultural activities",services,0.39245015382766724
aquaculture,aquaculture,,A,03,Fishing and aquaculture,agriculture,0.5412371754646301
protected,aboriginal_land,,R,91,"Libraries, archives, museums and other cultural activities",services,0.3400766849517822
protected,wilderness_area,,A,02,Forestry and logging,agriculture,0.37142109870910645
military,airfield,,H,51,Air transport,services,0.3191456198692322
winter_sports,winter_sports,,R,93,Sports activities and amusement and recreation activities,services,0.39700427651405334
winter_sports,playground,,R,93,Sports activities and amusement and recreation activities,services,0.333804726600647
protected,environmental,,R,90,"Creative, arts and entertainment activities",services,0.36235934495925903
construction,construction,,F,41,Construction of buildings,manufacturing,0.7133322954177856
military,barracks,,F,41,Construction of buildings,manufacturing,0.3427973985671997
resource_extraction,logging,,A,02,Forestry and logging,agriculture,0.35724586248397827
protected,strict_nature_reserve,,R,91,"Libraries, archives, museums and other cultural activities",services,0.4084550440311432
recreation,stadium,,R,93,Sports activities and amusement and recreation activities,services,0.2922188639640808
military,military,,N,80,Security and investigation activities,services,0.31432822346687317
protected,natural_monument,,R,91,"Libraries, archives, museums and other cultural activities",services,0.5113258361816406
landfill,landfill,,E,37,Sewerage,manufacturing,0.5153214335441589
military,range,,C,31,Manufacture of furniture,manufacturing,0.12991705536842346
horticulture,plant_nursery,,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.5165041089057922
military,base,,E,37,Sewerage,manufacturing,0.21818098425865173
golf,driving_range,,G,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,services,0.2894074022769928
education,schoolyard,,E,37,Sewerage,manufacturing,0.2567954957485199
resource_extraction,peat_cutting,,B,08,Other mining and quarrying,manufacturing,0.4000841975212097
military,nuclear_explosion_site,,E,39,Remediation activities and other waste management services,manufacturing,0.31388378143310547
developed,brownfield,,E,37,Sewerage,manufacturing,0.2308652400970459
park,dog_park,,R,91,"Libraries, archives, museums and other cultural activities",services,0.3089556396007538
agriculture,meadow,,N,81,Services to buildings and landscape activities,services,0.22978751361370087
entertainment,theme_park,,R,93,Sports activities and amusement and recreation activities,services,0.4100559651851654
military,training_area,,R,93,Sports activities and amusement and recreation activities,services,0.3623041808605194
horticulture,greenhouse_horticulture,,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.4572475850582123
recreation,beach_resort,,N,79,"Travel agency, tour operator, reservation service and related activities",services,0.28718453645706177
developed,institutional,,S,94,Activities of membership organizations,services,0.3036586046218872
protected,state_park,,R,91,"Libraries, archives, museums and other cultural activities",services,0.3135208785533905
military,danger_area,,N,80,Security and investigation activities,services,0.3369763493537903
